user_id	item_id	predicted_rating
22	7361	58.7114
22	51540	42.9974
22	6711	55.8234
22	2968	67.4609
22	3949	54.6452
22	48394	46.2260
23	6234	64.1757
23	3996	67.6153
23	293	72.5508
23	1206	74.5976
23	1136	74.0433
23	1960	68.7861
23	7587	72.6330
23	3424	74.7635
23	3181	75.4393
23	2467	69.7125
23	1248	83.3661
23	1617	75.1873
23	6807	72.7131
23	1952	75.6661
23	6440	74.4686
23	1258	74.6397
23	1243	76.3680
23	1080	69.6918
23	8228	66.5751
23	1711	56.0277
24	1784	71.7493
24	2617	63.0353
24	111759	75.6211
24	134853	76.0860
24	58998	73.5976
24	1265	76.2196
24	1198	81.4126
24	3147	78.9294
24	1197	83.0835
24	1220	74.9154
24	2424	64.0975
24	5418	73.7139
24	72011	70.6876
24	54286	71.5244
24	27773	77.0570
24	64957	67.6961
24	356	79.8418
24	44191	75.0242
24	1682	75.6102
24	68358	74.8111
25	58559	100.0000
25	60069	97.2612
25	74458	95.4148
25	79132	98.4622
25	527	100.0000
25	260	100.0000
26	10	69.4435
26	34	72.5476
26	47	78.0404
26	150	74.8214
26	153	58.8024
26	165	71.7956
26	185	60.9624
26	208	59.2365
26	225	69.7918
26	288	66.7649
26	296	82.1358
26	300	70.7420
26	344	61.8168
26	349	70.7056
26	356	81.1498
26	380	69.3335
26	434	60.8338
26	454	71.4850
26	457	77.5844
26	592	68.2660
26	593	82.9275
27	1196	78.9169
27	2478	64.1598
27	2640	71.8543
27	3508	82.7200
27	3555	64.0565
27	1201	76.1149
27	3519	64.6944
27	969	77.9771
27	2080	72.1769
27	673	60.1027
27	2886	55.7544
27	2529	72.9665
27	1387	77.1094
27	1101	64.1321
27	1947	75.9467
27	1250	81.0209
27	1276	79.1990
27	3114	80.1647
27	1083	63.8284
27	3809	67.7372
28	27450	58.5672
28	60943	58.5672
28	61011	58.5672
28	63033	58.5672
28	5617	60.7048
28	59369	61.0446
28	60046	58.5672
28	507	53.4919
28	3300	57.3635
28	55094	57.4393
28	59018	58.5672
28	26695	58.5672
28	2951	65.4164
28	3006	59.9759
28	2231	62.2103
28	5418	69.1223
28	26812	56.2939
28	2058	52.1996
28	353	62.7819
28	61167	58.5672
29	98961	86.3240
29	7379	78.6578
29	1250	88.1898
29	1201	88.4697
29	111362	83.5377
29	48516	90.2361
29	1100	56.9201
29	26554	79.1919
29	3441	70.0605
29	4327	79.2765
29	2872	78.1455
29	2301	81.5600
29	1617	86.7556
29	3681	88.2726
29	55820	85.7135
29	4223	79.6775
29	99114	83.5740
30	5952	96.9699
30	108932	97.1507
30	1200	94.4710
30	91529	98.4092
30	116823	94.2762
30	112852	99.7914
30	1198	99.2659
31	1198	88.1191
31	1200	84.5581
31	648	76.5466
31	1363	71.2457
31	1073	83.8676
31	1036	83.0695
31	1197	88.5627
31	377	75.9067
31	1246	84.7519
31	1270	85.9181
32	236	72.0727
32	314	82.7230
32	1356	77.2280
32	357	75.9030
32	224	77.1551
32	627	78.3801
32	1079	81.7967
32	1084	81.0247
32	318	91.4820
32	761	57.4309
32	1197	87.6914
32	849	60.8143
32	912	87.0622
32	880	56.1670
32	1198	86.4511
32	58	85.5191
32	203	69.3914
32	608	85.5371
32	497	84.0695
32	410	64.5223
33	110	87.2418
33	17	79.7237
33	2396	80.5155
33	2272	75.4757
33	448	65.9045
33	428	72.1264
33	265	77.1225
33	1280	86.7602
33	1177	83.4865
33	1617	86.2564
33	50	86.4429
33	261	77.3365
33	11	80.4722
33	452	62.0174
33	345	81.0411
33	608	85.9287
33	150	82.7310
33	1188	76.4946
33	800	82.6339
33	2690	77.3970
34	780	63.3086
34	2273	61.9118
34	3717	66.4182
34	26606	73.2502
34	45499	69.4324
34	3996	77.0787
34	4310	65.5433
34	3624	65.1017
34	31685	66.0446
34	1721	67.3892
34	5146	70.6294
34	7090	84.7530
34	70	66.0569
34	2006	63.9457
34	3000	81.8340
34	4306	74.6165
34	27728	63.5045
34	3997	49.2784
35	11	84.3612
35	185	72.2084
35	595	86.4345
35	21	80.7546
35	300	82.3951
36	5171	35.9596
36	3066	63.5194
36	552	39.6079
36	4025	36.5509
36	1262	58.0498
36	2735	40.9341
36	2359	52.5542
36	1372	45.6614
36	1278	57.3195
36	2194	54.3040
36	3347	65.6254
36	1704	54.5423
37	344	73.4408
37	356	91.5814
37	661	79.8171
37	329	78.5043
37	457	88.0189
38	434	54.0939
38	39	59.2292
38	223	67.5397
38	161	66.2901
38	246	79.0462
38	168	54.2787
38	273	55.2299
38	480	67.9047
38	356	76.2160
38	457	72.0894
38	364	72.4123
38	50	77.4452
38	500	63.5275
38	300	65.1543
38	551	65.8652
38	21	64.3048
39	2571	90.6268
39	2391	80.4352
39	1921	85.2783
39	1862	49.7994
39	1219	85.3794
39	1907	71.7881
39	2081	69.7600
39	2459	65.5116
39	924	85.6626
39	2529	77.2423
39	1729	76.0728
39	47	87.0497
39	260	93.5083
39	2080	62.7466
39	592	74.3534
39	296	90.6161
39	3213	83.4997
39	610	71.9579
39	589	86.5062
39	596	65.1720
40	440	77.1998
40	454	74.5932
40	588	77.6324
40	339	73.4287
40	158	60.1184
40	432	54.4727
40	431	77.8709
40	186	56.8438
40	616	78.9302
40	514	77.3729
40	21	75.2005
40	592	70.9245
40	1	81.3227
40	223	82.3883
40	585	62.5581
40	216	74.6839
40	104	71.5908
40	371	81.6876
40	111	85.3946
40	267	66.6522
41	96829	74.3767
41	64839	71.7801
41	122882	60.4436
41	6287	58.0295
41	1569	57.4928
41	106920	67.7708
41	86781	81.7478
41	3160	65.7061
41	1721	55.4558
41	2028	61.2383
41	6763	44.0432
41	5418	68.7796
41	53519	57.1121
41	122904	60.2370
41	55247	74.3112
41	924	58.8441
41	4011	69.3477
41	2324	74.3679
41	35836	64.1548
41	5995	81.9006
42	3869	80.3831
42	4654	68.8892
42	1021	57.3386
42	2423	74.5077
42	3248	50.1241
42	4477	58.7519
42	2500	51.8774
42	1431	53.8983
42	195	69.1664
42	3326	73.5938
42	2407	69.4835
42	1090	78.9613
42	2735	67.1909
42	3693	62.0060
42	1020	73.1898
42	4545	71.7460
42	4132	62.8464
42	2263	63.2028
42	3535	84.4767
42	2805	60.6873
43	225	85.6652
43	296	95.6726
43	596	95.9512
43	588	89.2089
43	587	86.0130
43	420	76.3949
43	158	82.7453
43	631	98.5560
43	5	81.9446
43	597	85.1519
43	168	80.8086
43	355	75.0719
43	47	92.5143
43	367	82.2376
43	519	76.7855
43	594	94.9989
43	236	85.4003
43	1	95.5696
43	60	95.1739
43	259	92.7431
44	36	73.6096
44	663	74.4367
44	12	52.1058
44	661	65.8122
44	94	79.6628
44	1	78.0383
44	104	68.4909
44	112	66.1159
44	494	69.5017
44	889	70.7150
45	2718	73.7921
45	1036	86.5968
45	2028	92.7338
45	1653	86.3947
45	1682	89.7075
45	2396	81.4275
45	3249	66.0370
45	261	80.1964
45	4308	86.8698
45	329	75.7148
45	1367	66.8107
45	2890	74.9328
45	593	94.6795
45	1127	73.8757
45	2431	71.9541
45	6377	96.7554
45	569	59.2209
45	1197	89.7861
45	1060	82.0275
45	2858	91.8182
46	590	85.1637
46	588	86.3949
46	315	73.0445
46	208	71.2012
46	1	88.3788
46	432	65.0488
46	225	80.8092
46	434	71.8859
46	339	78.9134
47	508	61.2305
47	68932	66.5965
47	72395	65.6393
47	2420	53.9332
47	597	52.5722
47	148626	63.9919
47	5989	56.6354
47	96588	61.8146
47	69122	53.4068
47	6155	50.0940
47	4975	52.0570
47	30749	62.0744
47	106100	66.2808
47	45950	66.2348
47	2028	62.2376
47	4018	48.6556
47	1259	60.2046
47	6373	48.0937
47	33166	58.2548
47	2407	50.5651
48	4886	87.7860
48	1320	77.3197
48	1527	86.0212
48	1193	92.7884
48	3793	84.5594
48	48	76.2725
48	1653	89.3598
49	2028	88.8379
49	1214	85.9859
49	139385	85.0361
49	318	93.5059
49	527	89.5073
50	8143	53.9597
50	114335	53.9597
50	136564	53.9597
50	142074	53.9597
50	171759	53.9597
50	175693	53.9597
50	179073	53.9597
50	175707	53.9597
50	71264	45.6853
50	82848	53.9597
50	1377	51.9156
50	44555	67.0254
50	8157	62.0927
50	6807	66.5364
50	95543	38.7804
50	8253	59.0030
50	96610	44.8720
50	924	69.5478
50	32875	53.9597
50	4896	55.3276
51	7040	76.4998
51	5620	66.0585
51	2613	61.9180
51	4437	91.5699
51	2023	73.9921
51	1500	82.1995
51	522	83.4142
51	858	90.8792
51	4508	84.4749
51	2951	90.3947
51	1014	79.3284
51	1407	67.6777
51	2282	64.1452
51	2420	82.3347
51	3388	56.9692
51	260	87.6048
51	3186	80.3318
51	3994	64.6428
51	3501	72.1015
51	2371	74.2714
52	152081	90.4217
52	51255	93.6229
52	74458	91.8709
52	1923	82.5666
52	7438	91.5902
52	40583	86.6120
52	59784	82.7670
52	55765	93.7002
52	112852	94.9656
52	86892	85.0516
52	55363	94.1502
52	112138	87.5088
52	49272	93.9886
52	52245	79.8460
52	69481	96.5015
52	50794	76.9642
52	1704	91.1736
52	54736	91.6842
52	44665	93.9542
52	47200	81.9614
53	481	96.1514
53	1100	85.8244
53	249	100.0000
53	1125	100.0000
53	916	100.0000
54	296	68.8243
54	593	69.6825
54	639	48.5326
54	1	64.5842
54	205	52.6428
54	161	59.8292
54	500	54.9993
55	2407	40.9630
55	673	43.2003
55	3275	75.4627
55	2890	55.2766
55	4011	72.6712
56	786	73.0484
56	253	82.4690
56	165	82.7532
56	110	89.5608
56	589	88.9481
56	370	73.4785
56	434	70.9553
56	410	74.6900
56	69	84.7759
56	185	71.5992
57	2140	67.6037
57	942	80.6228
57	920	78.0780
57	3175	74.0348
57	1784	76.7703
57	3429	79.5788
57	933	87.0035
57	1193	91.2764
57	3446	54.7882
57	160	49.0886
57	1499	28.2667
57	2640	71.0002
57	892	67.4190
57	11	71.1401
57	2947	75.4104
57	6	75.4673
57	2478	55.6468
57	2291	78.9410
57	1688	64.7912
57	2301	66.9378
58	588	87.0795
58	282	73.0906
58	185	67.5843
58	419	62.4897
58	367	75.9292
58	277	74.1395
58	48	73.7451
58	280	86.8270
58	337	80.3986
58	345	83.4796
58	3	74.7703
58	357	79.4533
58	527	95.1584
58	587	77.5447
58	218	75.5706
58	500	78.5437
58	508	82.0365
58	368	78.8216
58	364	89.7382
58	353	79.5526
59	1696	74.9853
59	6460	99.9053
59	3489	69.4525
59	1188	86.3181
59	1222	84.6381
59	2076	87.4781
59	3448	82.0029
59	1263	89.4109
59	1247	84.5023
59	527	83.8965
59	1244	91.2979
59	904	91.2246
59	903	92.6781
59	965	88.8224
59	2616	70.0035
59	1953	85.5614
59	608	83.6767
59	105	78.0604
59	912	89.9299
59	3471	83.0409
60	832	67.9230
60	58559	80.2630
60	805	69.8165
60	455	51.8039
60	858	81.5623
61	266	73.6664
61	1101	73.2213
61	7438	83.6067
61	173	60.4772
61	555	80.5906
61	2012	74.5719
61	4878	84.6371
61	3949	82.8658
62	99114	87.7619
62	176371	82.4620
62	3793	82.5379
62	56757	81.2716
62	73017	86.9822
62	30793	74.3317
62	179819	69.0407
62	68554	75.8814
62	185135	81.8834
62	168248	88.7762
62	5903	88.0238
62	4878	95.3144
62	2028	93.3117
62	5502	78.2795
62	6058	64.8644
62	344	72.4755
62	1721	77.4414
62	45499	77.4247
62	41566	80.8582
62	78105	63.8630
63	5669	67.9481
63	4246	61.5242
63	48780	75.9122
63	500	65.4359
63	6016	78.9344
63	31658	76.2613
63	2858	73.6914
63	64285	80.0619
63	85414	74.1717
63	1221	81.4831
63	106696	75.1177
63	4963	67.5658
63	50	83.9079
63	1097	70.2941
63	260	81.3879
63	110	77.0032
63	1222	75.6807
63	4979	63.8499
63	5952	72.9329
63	77561	69.5456
64	5878	86.3125
64	3101	68.5285
64	2640	73.9523
64	2959	86.6358
64	8784	77.9836
64	2054	59.0016
64	4239	79.3345
64	4025	61.2584
64	5026	79.8009
64	40819	80.5815
64	266	72.1137
64	2699	62.1952
64	27266	83.1668
64	3969	69.3564
64	1805	64.7333
64	6296	82.9192
64	4776	76.7962
64	3148	78.8787
64	4262	81.4272
64	356	82.6932
65	1246	81.2567
65	33660	83.3027
65	7458	72.3810
65	2329	85.1819
65	4993	83.7018
65	91542	75.8023
65	3147	83.3323
66	593	86.7491
66	47	81.6445
66	5418	85.1737
66	922	92.4915
66	2139	83.4172
66	2956	75.3700
66	3745	78.2340
66	1956	90.2100
66	4581	76.1348
66	5349	78.9706
66	1210	80.8930
66	1094	76.8097
66	2001	68.1953
66	380	74.0975
66	6539	86.9849
66	671	77.5399
66	1	82.1075
66	6378	83.7256
66	7766	86.6660
66	296	88.2457
67	99114	78.4076
67	4306	76.9992
67	27193	87.6485
67	79132	79.9334
67	60069	79.8471
67	2012	70.8380
67	4886	76.5550
67	4993	79.0781
68	47978	65.9999
68	95218	65.9999
68	6534	50.4185
68	48696	60.9463
68	67267	77.3293
68	30825	65.9814
68	1799	65.4237
68	3556	65.8569
68	8622	65.7993
68	4351	62.7753
68	63113	70.6110
68	58295	70.1516
68	7151	61.2594
68	2413	66.4759
68	6287	64.4109
68	653	58.2347
68	41566	72.6367
68	5541	55.8320
68	260	80.1891
68	48043	66.2806
69	4370	83.9422
69	4848	95.3479
69	3671	94.2552
69	2476	93.5470
69	1193	98.3542
69	356	96.5099
69	553	91.8293
69	4022	89.7780
69	260	99.3901
69	3994	86.9074
70	1193	88.4066
70	1097	82.5283
70	1914	82.1404
70	1269	86.9144
70	4995	85.9484
70	318	92.6154
70	8949	82.9375
70	1968	82.8837
70	1210	87.6074
70	89492	83.7796
70	1250	90.9815
70	1235	95.3548
70	2366	77.2842
71	494	73.6251
71	647	73.7794
71	736	69.1200
71	95	63.6702
71	733	75.4067
71	589	80.8609
71	7	65.2899
72	1047	74.0059
72	150	82.7396
72	858	93.2213
72	2490	78.4775
72	1357	87.4421
72	260	91.9312
72	50	91.0265
72	1198	91.4078
72	1196	89.4993
73	1193	84.1730
73	45720	71.8913
73	105037	59.3078
73	6333	81.4063
73	59315	83.7166
73	76293	68.6220
73	138204	64.4146
73	2706	71.6478
73	152081	85.8204
73	45221	58.5886
73	68135	74.6839
73	150	77.6822
73	8376	73.7293
73	93510	81.2557
73	59784	78.8084
73	116823	85.9827
73	106072	80.4763
73	1682	81.3917
73	52245	70.7768
73	35836	72.5834
74	31522	77.7097
74	2594	81.2306
74	2908	81.8068
74	30749	85.9884
74	6870	83.5965
74	3006	80.5187
74	52281	81.8249
74	49772	82.2547
74	55118	86.4639
74	2997	89.2863
74	6305	82.8257
74	608	94.0701
74	4546	85.5911
74	41863	84.4134
74	27773	88.8365
74	6001	85.6296
74	1251	95.0796
74	6552	81.5232
74	46976	80.9625
74	44555	94.6178
75	5445	65.9817
75	1240	66.2839
75	5952	72.1656
75	2193	61.7749
75	6870	64.5249
75	2529	69.2641
75	168	47.4541
75	541	72.0837
75	3176	60.5571
75	1962	61.1636
75	2078	67.2145
75	1889	61.0915
75	1266	74.5338
75	1374	67.8176
76	48877	57.1509
76	5956	56.6813
76	2918	67.6350
76	58803	62.1765
76	1247	69.6350
76	74458	61.0632
76	7669	67.2380
76	79132	63.3846
76	8957	48.5483
76	858	79.5975
76	55820	66.2021
76	1258	75.8121
76	63436	66.5189
76	1201	74.1541
76	1208	77.4812
76	48	34.0335
76	288	55.9278
76	34405	64.7288
76	1	60.8238
76	1196	73.9494
77	3996	79.3334
77	4973	85.6200
77	7361	84.1653
77	8636	78.6552
77	3578	81.4502
77	33794	78.1331
78	296	79.4966
78	165	71.5498
78	3809	64.6909
78	589	77.3883
78	546	41.4910
78	27904	67.0005
78	260	82.0872
78	590	71.8013
78	480	71.3311
78	68791	64.2785
78	344	60.8336
78	44974	64.2534
78	380	67.4507
79	3266	98.0120
79	3029	78.0358
79	589	86.8337
79	1916	82.5552
79	307	89.1475
79	4005	76.8566
79	260	92.6038
79	1189	94.1111
79	1345	78.1618
79	2000	81.8297
79	1374	85.9067
79	2659	78.6383
79	2076	86.4097
80	7445	88.9064
80	96691	81.0512
80	84189	81.2087
80	91630	86.3779
80	49530	89.0803
80	8950	92.5908
80	6539	89.7148
80	4223	89.5054
80	5630	85.4348
80	3527	87.1731
80	76251	87.9546
80	80363	73.0423
80	52604	88.1120
80	6502	91.9814
80	34048	83.7983
80	1221	95.8893
80	60684	90.7059
80	6952	73.7539
80	5989	90.5316
80	77561	85.1722
81	10	69.4435
81	32	79.3729
81	47	78.0404
81	110	79.0763
81	150	74.8214
81	153	58.8024
81	161	72.5119
81	165	71.7956
81	208	59.2365
81	231	62.4603
81	288	66.7649
81	296	82.1358
81	316	66.6779
81	318	86.9491
81	329	67.1286
81	344	61.8168
81	356	81.1498
81	364	79.0946
81	367	64.7850
81	377	69.4599
81	380	69.3335
81	457	77.5844
81	480	73.0938
81	588	74.7867
81	589	78.2071
81	592	68.2660
82	6886	70.9768
82	2381	58.2059
82	2378	63.0974
82	6566	62.9064
82	368	72.0508
82	6536	79.9631
82	3253	72.7779
82	4310	69.4945
82	1608	69.7555
82	1372	65.8944
82	145	71.1172
82	356	80.9331
82	6708	83.5267
82	1485	65.1200
82	4369	71.1378
82	6564	61.1488
82	6888	56.6455
82	5803	60.9926
82	4015	66.7091
82	364	75.0106
83	56367	65.1483
83	7143	66.8843
83	7323	65.7934
83	6539	68.1198
83	161	67.4061
83	586	50.2043
83	2115	63.7517
83	1270	72.6792
83	6874	71.4778
83	2324	81.0302
83	1537	71.1003
83	7153	74.0106
83	68954	71.1592
83	48774	67.9829
83	30749	67.6699
83	8014	77.4366
83	1222	73.0831
83	3753	54.4291
83	1223	71.4465
83	64983	55.0437
84	55	69.7090
84	987	69.7090
84	912	83.3079
84	1096	76.5764
84	420	57.1280
84	1227	82.1945
84	113	61.3007
84	580	63.5033
84	5060	80.6095
84	1293	77.7253
84	900	71.6101
84	1097	72.9322
84	62	78.5374
84	368	71.2293
84	1305	75.0375
84	1247	77.1913
84	1296	77.8901
84	11	79.9753
84	1073	74.6595
84	1094	71.5538
85	1519	69.8834
85	1624	68.9086
85	1140	69.8834
85	1694	59.8738
85	1643	73.5560
85	1747	67.9243
85	1635	80.4949
86	4993	83.4700
86	4310	66.0251
86	6947	78.4231
86	2411	66.8513
86	457	80.2875
86	5418	78.1895
86	3996	79.4176
86	4901	75.4453
86	1835	75.2327
86	33794	79.0900
86	1196	83.6764
86	3555	73.4127
86	1097	78.2868
86	2687	73.9946
87	4023	69.1550
87	2009	76.1576
87	3504	87.8493
87	671	76.7417
87	2139	80.3508
88	7312	74.5878
88	74795	75.4552
88	4993	91.2041
88	68157	91.5545
88	5952	89.5951
88	1193	91.2285
88	223	85.5271
88	8665	84.3396
88	4262	86.9886
88	56782	96.0290
88	8677	71.8426
88	58559	92.6923
89	26645	65.5123
89	32060	65.5123
89	44851	65.5123
89	53280	65.5123
89	53578	65.5123
89	67888	65.5123
89	69211	65.5123
89	81087	65.5123
89	84246	65.5123
89	103602	65.5123
89	108078	65.5123
89	109596	65.5123
89	118894	65.5123
89	121007	65.5123
89	128089	65.5123
89	128944	65.5123
89	131098	65.5123
89	131439	65.5123
89	134847	65.5123
89	140481	65.5123
89	146684	65.5123
89	148632	65.5123
89	150554	65.5123
89	164226	65.5123
89	30793	47.5876
89	169912	57.1428
89	87869	64.1050
89	1923	45.8066
89	4015	45.2934
89	950	63.0627
89	173253	65.5123
89	2324	56.5083
89	27826	65.5123
89	92259	70.2674
89	11	41.7749
89	3977	38.0414
89	86298	61.8082
89	8154	57.1733
89	77688	65.5123
89	2997	48.6073
89	170837	65.5123
89	49274	52.1973
89	157775	65.5123
89	1	50.3938
89	142196	65.5123
89	99117	61.2573
89	62008	65.5123
89	72624	65.5123
89	108156	60.2711
89	3752	54.3955
89	2059	54.1829
89	128520	70.8054
89	3175	45.1270
89	133879	65.5123
89	48649	65.5123
89	126088	65.5123
89	5529	69.4458
89	65588	65.5123
89	99130	65.5123
89	40962	67.9628
89	1732	52.5752
89	68659	56.9027
89	91666	65.5123
89	2683	42.8165
89	3751	51.1049
89	750	48.5703
89	6650	50.3412
89	149508	65.5123
89	2395	42.4695
89	51575	57.3151
89	65230	56.6431
89	171751	65.5123
89	85881	78.0890
89	139157	65.5123
89	6863	52.9097
89	4246	55.2495
89	108949	69.9779
89	1230	44.2730
89	160567	67.3392
89	73319	57.2407
89	177185	65.5123
89	130520	67.4809
89	5220	47.8791
89	121338	65.5123
89	153386	65.5123
89	50872	62.0666
89	149566	65.5123
89	145491	65.5123
89	4890	52.9563
89	129354	55.7563
89	32243	65.5123
89	84944	66.7146
89	6402	65.5123
89	1288	48.3951
89	140133	65.5123
89	119141	63.0291
89	947	58.7775
89	176621	65.5123
89	4973	61.5956
89	158398	65.5123
89	69469	65.5123
89	54503	59.8446
89	141928	65.5123
89	102481	64.6771
90	1137	77.9132
90	1144	77.9132
90	581	82.8865
90	81	75.2296
90	892	86.9274
90	1073	81.2308
90	116	76.1981
90	896	79.1161
90	17	82.3545
90	7	68.9515
90	613	75.0920
91	3013	67.8220
91	6395	67.8220
91	8147	67.8220
91	7153	88.1077
91	3360	71.7318
91	2791	79.4289
91	3897	70.9828
91	1080	74.4472
91	4850	70.7582
91	3429	80.1656
91	7000	61.9374
91	2060	64.9393
91	2916	75.2025
